raw_name,raw_prefix,model,category,provider,prompt_type,temperature,fine_tuned,distribution,size,vectorizer,f1_macro,precision,recall,accuracy,fleiss_kappa,mean_cohen_kappa,consistency_all_runs
,gpt_4_1_2025_04_14__default__t5,gpt_4_1,LLM,OpenAI,default,0.5,0.0,,,,0.8974358974358975,0.9166666666666666,0.8789954337899544,0.912,0.9876765842777863,0.9876752827681209,0.991
,gpt_4_1_2025_04_14__default__t10,gpt_4_1,LLM,OpenAI,default,1.0,0.0,,,,0.8987194412107101,0.9168646080760094,0.8812785388127854,0.913,0.987673844445743,0.9876734346605773,0.991
,gpt_4_1_2025_04_14__default__t15,gpt_4_1,LLM,OpenAI,default,1.5,0.0,,,,0.8984830805134189,0.918854415274463,0.8789954337899544,0.913,0.9767015944789175,0.9767013227801896,0.983
,gpt_4_1_2025_04_14__few_shot__t0,gpt_4_1,LLM,OpenAI,few_shot,0.0,0.0,,,,0.8979118329466357,0.9127358490566038,0.8835616438356164,0.912,0.9890833219996987,0.9890831851969132,0.992
,gpt_4_1_2025_04_14__automatic_cot__t0,gpt_4_1,LLM,OpenAI,automatic_cot,0.0,0.0,,,,0.8974358974358975,0.9166666666666666,0.8789954337899544,0.912,0.9822151609824344,0.9822148691779864,0.987
,gpt_4_1_2025_04_14__manual_cot__t0,gpt_4_1,LLM,OpenAI,manual_cot,0.0,0.0,,,,0.8907168037602821,0.9176755447941889,0.865296803652968,0.907,0.9835353003161222,0.9835368669374409,0.988
,gpt_4_1_2025_04_14__contrastive_cot__t0,gpt_4_1,LLM,OpenAI,contrastive_cot,0.0,0.0,,,,0.8996539792387543,0.9090909090909091,0.8904109589041096,0.913,0.9904671591362522,0.990467446515352,0.993
,gpt_4o_mini_2024_07_18__default__t0,gpt_4o_mini,LLM,OpenAI,default,0.0,0.0,,,,0.7639836289222374,0.9491525423728814,0.639269406392694,0.827,0.9839618848848248,0.9839629442517918,0.99
,gpt_4o_mini_2024_07_18__default__t5,gpt_4o_mini,LLM,OpenAI,default,0.5,0.0,,,,0.7606019151846786,0.9488054607508533,0.634703196347032,0.825,0.9887807028088311,0.9887791646155382,0.993
,gpt_4o_mini_2024_07_18__default__t10,gpt_4o_mini,LLM,OpenAI,default,1.0,0.0,,,,0.7619047619047619,0.9427609427609428,0.639269406392694,0.825,0.9872445657864177,0.9872435432010384,0.992
,gpt_4o_mini_2024_07_18__default__t15,gpt_4o_mini,LLM,OpenAI,default,1.5,0.0,,,,0.7629427792915532,0.9459459459459459,0.639269406392694,0.826,0.9920071573241879,0.9920066384070786,0.995
,gpt_4o_mini_2024_07_18__few_shot__t0,gpt_4o_mini,LLM,OpenAI,few_shot,0.0,0.0,,,,0.7979002624671916,0.9382716049382716,0.6940639269406392,0.846,0.9863392885602672,0.9863394125412425,0.991
,gpt_4o_mini_2024_07_18__automatic_cot__t0,gpt_4o_mini,LLM,OpenAI,automatic_cot,0.0,0.0,,,,0.7646258503401361,0.9461279461279462,0.6415525114155252,0.827,0.9968131959183414,0.9968132020494272,0.998
,gpt_4o_mini_2024_07_18__manual_cot__t0,gpt_4o_mini,LLM,OpenAI,manual_cot,0.0,0.0,,,,0.6338461538461538,0.9716981132075472,0.4703196347031963,0.762,0.9719684364594531,0.9719374514251052,0.986
,gpt_4o_mini_2024_07_18__contrastive_cot__t0,gpt_4o_mini,LLM,OpenAI,contrastive_cot,0.0,0.0,,,,0.655688622754491,0.9521739130434783,0.5,0.77,0.9543610547667343,0.9543963757029883,0.976
,ft_gpt_3_5_turbo_0125_university_of_passau_3_5_turbo_real_100_BbbI03WF__default__t0,gpt_3_5_turbo_0125,LLM,OpenAI,default,0.0,1.0,real,100.0,,0.8934782608695652,0.8526970954356846,0.9383561643835616,0.902,0.9933236927456579,0.9933235268797077,0.995
,gpt_4_1_nano_2025_04_14__default__t0,gpt_4_1_nano,LLM,OpenAI,default,0.0,0.0,,,,0.7599451303155007,0.9518900343642611,0.632420091324201,0.825,0.9983854683541032,0.9983860138415454,0.999
,gpt_4_1_nano_2025_04_14__default__t5,gpt_4_1_nano,LLM,OpenAI,default,0.5,0.0,,,,0.7734056987788331,0.9531772575250836,0.6506849315068494,0.833,1.0,1.0,1.0
,gpt_4_1_nano_2025_04_14__default__t10,gpt_4_1_nano,LLM,OpenAI,default,1.0,0.0,,,,0.7756756756756756,0.9503311258278145,0.6552511415525114,0.834,0.9984196810811069,0.9984201762451382,0.999
,gpt_4_1_nano_2025_04_14__default__t15,gpt_4_1_nano,LLM,OpenAI,default,1.5,0.0,,,,0.77088948787062,0.9407894736842105,0.6529680365296804,0.83,0.9984255530638476,0.9984260396008438,0.999
,gpt_4_1_nano_2025_04_14__few_shot__t0,gpt_4_1_nano,LLM,OpenAI,few_shot,0.0,0.0,,,,0.6486486486486487,0.9473684210526315,0.4931506849315068,0.766,0.9943069538660844,0.9943069544097449,0.997
,gpt_4_1_nano_2025_04_14__automatic_cot__t0,gpt_4_1_nano,LLM,OpenAI,automatic_cot,0.0,0.0,,,,0.8185328185328186,0.9380530973451328,0.726027397260274,0.859,0.9985131408610698,0.9985134974432155,0.999
,gpt_4_1_nano_2025_04_14__manual_cot__t0,gpt_4_1_nano,LLM,OpenAI,manual_cot,0.0,0.0,,,,0.6546003016591252,0.9644444444444444,0.4954337899543379,0.771,0.9942891915335361,0.9942921908811514,0.997
,gpt_4_1_nano_2025_04_14__contrastive_cot__t0,gpt_4_1_nano,LLM,OpenAI,contrastive_cot,0.0,0.0,,,,0.609375,0.9653465346534653,0.4452054794520548,0.75,0.9917284961578867,0.9917284961578865,0.996
,gpt_4o_2024_08_06__default__t0,gpt_4o,LLM,OpenAI,default,0.0,0.0,,,,0.8722891566265061,0.923469387755102,0.8264840182648402,0.894,0.9733945228190978,0.973393723661951,0.981
,gpt_4o_2024_08_06__default__t5,gpt_4o,LLM,OpenAI,default,0.5,0.0,,,,0.8698795180722891,0.9209183673469388,0.8242009132420092,0.892,0.9720451228989581,0.9720573345121872,0.98
,gpt_4o_2024_08_06__default__t10,gpt_4o,LLM,OpenAI,default,1.0,0.0,,,,0.8626506024096385,0.9132653061224489,0.817351598173516,0.886,0.9706649282920469,0.9706625950196329,0.979
,gpt_4o_2024_08_06__default__t15,gpt_4o,LLM,OpenAI,default,1.5,0.0,,,,0.8619447779111644,0.9088607594936708,0.819634703196347,0.885,0.9735056735043719,0.9734965018455183,0.981
,gpt_4o_2024_08_06__few_shot__t0,gpt_4o,LLM,OpenAI,few_shot,0.0,0.0,,,,0.8685162846803377,0.9207161125319693,0.821917808219178,0.891,0.966552946685397,0.9665602449245755,0.976
,gpt_4o_2024_08_06__automatic_cot__t0,gpt_4o,LLM,OpenAI,automatic_cot,0.0,0.0,,,,0.8852071005917159,0.918918918918919,0.8538812785388128,0.903,0.9709891324369129,0.9709960998433043,0.979
,gpt_4o_2024_08_06__manual_cot__t0,gpt_4o,LLM,OpenAI,manual_cot,0.0,0.0,,,,0.8779904306220095,0.9221105527638191,0.8378995433789954,0.898,0.9833562570071314,0.9833618366030547,0.988
,gpt_4o_2024_08_06__contrastive_cot__t0,gpt_4o,LLM,OpenAI,contrastive_cot,0.0,0.0,,,,0.8733727810650888,0.9066339066339066,0.8424657534246576,0.893,0.9709283008837797,0.9709336028556409,0.979
,ft_gpt_3_5_turbo_0125_university_of_passau_3_5_turbo_equal_500_BbbSehQ7__default__t0,gpt_3_5_turbo_0125,LLM,OpenAI,default,0.0,1.0,equal,500.0,,0.885954381752701,0.9341772151898734,0.8424657534246576,0.905,0.998604744612454,0.9986045408241582,0.999
,gpt_4_1_mini_2025_04_14__default__t0,gpt_4_1_mini,LLM,OpenAI,default,0.0,0.0,,,,0.8685446009389671,0.893719806763285,0.8447488584474886,0.888,0.982108245117042,0.9821077303294028,0.987
,gpt_4_1_mini_2025_04_14__default__t5,gpt_4_1_mini,LLM,OpenAI,default,0.5,0.0,,,,0.8739693757361602,0.902676399026764,0.8470319634703196,0.893,0.9765801402344464,0.9765795049569524,0.983
,gpt_4_1_mini_2025_04_14__default__t10,gpt_4_1_mini,LLM,OpenAI,default,1.0,0.0,,,,0.8672985781990521,0.9014778325123153,0.8356164383561644,0.888,0.9806742923455014,0.9806724556922379,0.986
,gpt_4_1_mini_2025_04_14__default__t15,gpt_4_1_mini,LLM,OpenAI,default,1.5,0.0,,,,0.8763250883392226,0.9051094890510949,0.8493150684931506,0.895,0.984842221303569,0.9848398436405642,0.989
,gpt_4_1_mini_2025_04_14__few_shot__t0,gpt_4_1_mini,LLM,OpenAI,few_shot,0.0,0.0,,,,0.8618654073199528,0.8924205378973105,0.8333333333333334,0.883,0.9779468417809946,0.9779472253773394,0.984
,gpt_4_1_mini_2025_04_14__automatic_cot__t0,gpt_4_1_mini,LLM,OpenAI,automatic_cot,0.0,0.0,,,,0.8649289099526066,0.8990147783251231,0.8333333333333334,0.886,0.9833963962800548,0.9833923295046576,0.988
,gpt_4_1_mini_2025_04_14__manual_cot__t0,gpt_4_1_mini,LLM,OpenAI,manual_cot,0.0,0.0,,,,0.8703703703703703,0.8826291079812206,0.8584474885844748,0.888,0.9863653159088129,0.9863656343626763,0.99
,gpt_4_1_mini_2025_04_14__contrastive_cot__t0,gpt_4_1_mini,LLM,OpenAI,contrastive_cot,0.0,0.0,,,,0.8644859813084113,0.8851674641148325,0.8447488584474886,0.884,0.975390830076416,0.9753937522835235,0.982
,ft_gpt_3_5_turbo_0125_university_of_passau_3_5_turbo_real_1000_BbcFyVe0__default__t0,gpt_3_5_turbo_0125,LLM,OpenAI,default,0.0,1.0,real,1000.0,,0.9190371991247265,0.8823529411764706,0.958904109589041,0.926,0.9986634137126627,0.9986634589681903,0.999
,ft_gpt_3_5_turbo_0125_university_of_passau_3_5_turbo_real_500_BbiCHMGC__default__t0,gpt_3_5_turbo_0125,LLM,OpenAI,default,0.0,1.0,real,500.0,,0.9273127753303965,0.8957446808510638,0.9611872146118722,0.934,0.9986616320237552,0.998661688146572,0.999
,ft_gpt_3_5_turbo_0125_university_of_passau_3_5_turbo_real_250_BbbxuFRl__default__t0,gpt_3_5_turbo_0125,LLM,OpenAI,default,0.0,1.0,real,250.0,,0.9079089924160346,0.8639175257731959,0.95662100456621,0.915,1.0,1.0,1.0
,ft_gpt_4_1_2025_04_14_university_of_passau_4_1_2025_equal_100_Bba2OmCr__default__t0,gpt_4_1,LLM,OpenAI,default,0.0,1.0,equal,100.0,,0.8329048843187661,0.9529411764705882,0.7397260273972602,0.87,0.9643999839799927,0.9644021313162505,0.976
,ft_gpt_4_1_2025_04_14_university_of_passau_4_1_2025_equal_1000_BbaQNh93__default__t0,gpt_4_1,LLM,OpenAI,default,0.0,1.0,equal,1000.0,,0.9170506912442397,0.9255813953488372,0.908675799086758,0.928,0.9863922806129463,0.9863930853023342,0.99
,ft_gpt_4_1_2025_04_14_university_of_passau_4_1_2025_equal_250_BbbOpdzm__default__t0,gpt_4_1,LLM,OpenAI,default,0.0,1.0,equal,250.0,,0.8778718258766627,0.9331619537275064,0.8287671232876712,0.899,0.9775326233330258,0.9775351201499937,0.984
,ft_gpt_4_1_2025_04_14_university_of_passau_4_1_2025_equal_500_BbbWOGle__default__t0,gpt_4_1,LLM,OpenAI,default,0.0,1.0,equal,500.0,,0.8984468339307049,0.9423558897243107,0.8584474885844748,0.915,0.9777777777777776,0.97777780406045,0.984
,ft_gpt_4_1_2025_04_14_university_of_passau_4_1_2025_real_100_BbbLM5OG__default__t0,gpt_4_1,LLM,OpenAI,default,0.0,1.0,real,100.0,,0.9164785553047404,0.90625,0.9269406392694064,0.926,0.9865301663659154,0.9865295746990875,0.99
,ft_gpt_4_1_2025_04_14_university_of_passau_4_1_2025_real_1000_BbcOdmxH__default__t0,gpt_4_1,LLM,OpenAI,default,0.0,1.0,real,1000.0,,0.9388646288209607,0.899581589958159,0.9817351598173516,0.944,0.9853013228809407,0.9853009149992852,0.989
,ft_gpt_4_1_mini_2025_04_14_university_of_passau_4_1_mini_equal_100_BbZzJOUe__default__t0,gpt_4_1_mini,LLM,OpenAI,default,0.0,1.0,equal,100.0,,0.8766467065868263,0.9219143576826196,0.8356164383561644,0.897,0.9818723029240441,0.9818732234547957,0.987
,ft_gpt_4_1_mini_2025_04_14_university_of_passau_4_1_mini_equal_1000_BbaCbt1R__default__t0,gpt_4_1_mini,LLM,OpenAI,default,0.0,1.0,equal,1000.0,,0.8976744186046511,0.9146919431279621,0.8812785388127854,0.912,0.995897587371133,0.9958971495092758,0.997
,ft_gpt_4_1_mini_2025_04_14_university_of_passau_4_1_mini_equal_250_BbbOiPvR__default__t0,gpt_4_1_mini,LLM,OpenAI,default,0.0,1.0,equal,250.0,,0.8695652173913043,0.9536784741144414,0.7990867579908676,0.895,0.9899521531100478,0.9899527051446362,0.993
,ft_gpt_4_1_mini_2025_04_14_university_of_passau_4_1_mini_equal_500_BbbOU7bp__default__t0,gpt_4_1_mini,LLM,OpenAI,default,0.0,1.0,equal,500.0,,0.8917647058823529,0.9199029126213593,0.865296803652968,0.908,0.993120225436453,0.993120225436453,0.995
,ft_gpt_4_1_mini_2025_04_14_university_of_passau_4_1_mini_real_100_BbbHyDfT__default__t0,gpt_4_1_mini,LLM,OpenAI,default,0.0,1.0,real,100.0,,0.9169435215946844,0.8903225806451613,0.9452054794520548,0.925,0.9959806786758033,0.9959806804531196,0.997
,ft_gpt_4_1_mini_2025_04_14_university_of_passau_4_1_mini_real_1000_BbcAdnYa__default__t0,gpt_4_1_mini,LLM,OpenAI,default,0.0,1.0,real,1000.0,,0.918859649122807,0.8839662447257384,0.95662100456621,0.926,0.9973261031161595,0.9973261031161593,0.998
,ft_gpt_4_1_mini_2025_04_14_university_of_passau_4_1_mini_real_250_Bbc01Nno__default__t0,gpt_4_1_mini,LLM,OpenAI,default,0.0,1.0,real,250.0,,0.9141630901287554,0.8623481781376519,0.9726027397260274,0.92,0.9959992887624467,0.9959992958740251,0.997
,ft_gpt_3_5_turbo_0125_university_of_passau_3_5_turbo_equal_2000_BbaO3mqx__default__t0,gpt_3_5_turbo_0125,LLM,OpenAI,default,0.0,1.0,equal,2000.0,,0.9140271493212669,0.905829596412556,0.9223744292237442,0.924,0.9959497972873542,0.9959501214904206,0.997
,ft_gpt_3_5_turbo_0125_university_of_passau_3_5_turbo_equal_2000_BbaO3mqx__default__t5,gpt_3_5_turbo_0125,LLM,OpenAI,default,0.5,1.0,equal,2000.0,,0.912797281993205,0.9056179775280899,0.9200913242009132,0.923,0.9986501347165554,0.9986500350990873,0.999
,ft_gpt_3_5_turbo_0125_university_of_passau_3_5_turbo_equal_2000_BbaO3mqx__default__t10,gpt_3_5_turbo_0125,LLM,OpenAI,default,1.0,1.0,equal,2000.0,,0.9115646258503401,0.9054054054054054,0.9178082191780822,0.922,0.9986499324291183,0.9986500350990873,0.999
,ft_gpt_3_5_turbo_0125_university_of_passau_3_5_turbo_equal_2000_BbaO3mqx__default__t15,gpt_3_5_turbo_0125,LLM,OpenAI,default,1.5,1.0,equal,2000.0,,0.9105322763306908,0.903370786516854,0.9178082191780822,0.921,0.9959504041496658,0.9959504059271623,0.997
,ft_gpt_3_5_turbo_0125_university_of_passau_3_5_turbo_equal_2000_BbaO3mqx__few_shot__t0,gpt_3_5_turbo_0125,LLM,OpenAI,few_shot,0.0,1.0,equal,2000.0,,0.9154113557358053,0.9294117647058824,0.9018264840182648,0.927,0.9959070891035797,0.9959066721244372,0.997
,ft_gpt_3_5_turbo_0125_university_of_passau_3_5_turbo_equal_2000_BbaO3mqx__automatic_cot__t0,gpt_3_5_turbo_0125,LLM,OpenAI,automatic_cot,0.0,1.0,equal,2000.0,,0.9136363636363637,0.9095022624434389,0.9178082191780822,0.924,0.9986482680934949,0.99864816271795,0.999
,ft_gpt_3_5_turbo_0125_university_of_passau_3_5_turbo_equal_2000_BbaO3mqx__manual_cot__t0,gpt_3_5_turbo_0125,LLM,OpenAI,manual_cot,0.0,1.0,equal,2000.0,,0.8851674641148325,0.9296482412060302,0.8447488584474886,0.904,0.9986095558736069,0.9986093612239847,0.999
,ft_gpt_3_5_turbo_0125_university_of_passau_3_5_turbo_equal_2000_BbaO3mqx__contrastive_cot__t0,gpt_3_5_turbo_0125,LLM,OpenAI,contrastive_cot,0.0,1.0,equal,2000.0,,0.8835534213685474,0.9316455696202531,0.8401826484018264,0.903,0.9944123672937234,0.9944119681462208,0.996
,ft_gpt_4_1_mini_2025_04_14_university_of_passau_4_1_mini_real_500_Bbi9R9E4__default__t0,gpt_4_1_mini,LLM,OpenAI,default,0.0,1.0,real,500.0,,0.9253065774804905,0.9041394335511983,0.9474885844748858,0.933,0.9932851986529214,0.9932850553753569,0.995
,ft_gpt_4_1_nano_2025_04_14_university_of_passau_4_1_nano_equal_100_BbZySINk__default__t0,gpt_4_1_nano,LLM,OpenAI,default,0.0,1.0,equal,100.0,,0.8391089108910891,0.9162162162162162,0.773972602739726,0.87,0.9928605561912306,0.9928587329597499,0.995
,ft_gpt_4_1_nano_2025_04_14_university_of_passau_4_1_nano_equal_1000_Bba8b4zL__default__t0,gpt_4_1_nano,LLM,OpenAI,default,0.0,1.0,equal,1000.0,,0.886337543053961,0.8914549653579676,0.8812785388127854,0.901,0.989128288013394,0.989129721099001,0.992
,ft_gpt_4_1_nano_2025_04_14_university_of_passau_4_1_nano_equal_250_BbbJKEiV__default__t0,gpt_4_1_nano,LLM,OpenAI,default,0.0,1.0,equal,250.0,,0.8539603960396039,0.9324324324324325,0.7876712328767124,0.882,0.9971410587326598,0.9971407942080669,0.998
,ft_gpt_4_1_nano_2025_04_14_university_of_passau_4_1_nano_equal_500_BbbMAiDW__default__t0,gpt_4_1_nano,LLM,OpenAI,default,0.0,1.0,equal,500.0,,0.8733727810650888,0.9066339066339066,0.8424657534246576,0.893,0.9889510850725014,0.9889505631007771,0.992
,ft_gpt_3_5_turbo_0125_university_of_passau_3_5_turbo_real_2000_Bbcs5bQU__default__t0,gpt_3_5_turbo_0125,LLM,OpenAI,default,0.0,1.0,real,2000.0,,0.933184855233853,0.9108695652173913,0.95662100456621,0.94,0.9986582218129303,0.9986582944238717,0.999
,ft_gpt_3_5_turbo_0125_university_of_passau_3_5_turbo_real_2000_Bbcs5bQU__default__t5,gpt_3_5_turbo_0125,LLM,OpenAI,default,0.5,1.0,real,2000.0,,0.9309576837416481,0.908695652173913,0.954337899543379,0.938,0.9986582218129301,0.9986582944238717,0.999
,ft_gpt_3_5_turbo_0125_university_of_passau_3_5_turbo_real_2000_Bbcs5bQU__default__t10,gpt_3_5_turbo_0125,LLM,OpenAI,default,1.0,1.0,real,2000.0,,0.9309576837416481,0.908695652173913,0.954337899543379,0.938,1.0,1.0,1.0
,ft_gpt_3_5_turbo_0125_university_of_passau_3_5_turbo_real_2000_Bbcs5bQU__default__t15,gpt_3_5_turbo_0125,LLM,OpenAI,default,1.5,1.0,real,2000.0,,0.9297658862876255,0.9084967320261438,0.952054794520548,0.937,1.0,1.0,1.0
,ft_gpt_3_5_turbo_0125_university_of_passau_3_5_turbo_real_2000_Bbcs5bQU__few_shot__t0,gpt_3_5_turbo_0125,LLM,OpenAI,few_shot,0.0,1.0,real,2000.0,,0.9200913242009132,0.9200913242009132,0.9200913242009132,0.93,1.0,1.0,1.0
,ft_gpt_3_5_turbo_0125_university_of_passau_3_5_turbo_real_2000_Bbcs5bQU__automatic_cot__t0,gpt_3_5_turbo_0125,LLM,OpenAI,automatic_cot,0.0,1.0,real,2000.0,,0.9311111111111111,0.9069264069264069,0.95662100456621,0.938,1.0,1.0,1.0
,ft_gpt_3_5_turbo_0125_university_of_passau_3_5_turbo_real_2000_Bbcs5bQU__manual_cot__t0,gpt_3_5_turbo_0125,LLM,OpenAI,manual_cot,0.0,1.0,real,2000.0,,0.9090909090909091,0.9285714285714286,0.8904109589041096,0.922,0.9972656477862683,0.9972650694672355,0.998
,ft_gpt_3_5_turbo_0125_university_of_passau_3_5_turbo_real_2000_Bbcs5bQU__contrastive_cot__t0,gpt_3_5_turbo_0125,LLM,OpenAI,contrastive_cot,0.0,1.0,real,2000.0,,0.9147465437788018,0.9232558139534883,0.906392694063927,0.926,0.9972789806698787,0.9972784672327455,0.998
,ft_gpt_4_1_nano_2025_04_14_university_of_passau_4_1_nano_real_100_BbbHHT9V__default__t0,gpt_4_1_nano,LLM,OpenAI,default,0.0,1.0,real,100.0,,0.864693446088795,0.8051181102362205,0.9337899543378996,0.872,0.978659230594127,0.9786591546235162,0.984
,ft_gpt_4_1_2025_04_14_university_of_passau_4_1_2025_equal_2000_Bbar17g4__default__t0,gpt_4_1,LLM,OpenAI,default,0.0,1.0,equal,2000.0,,0.9354120267260579,0.9130434782608695,0.958904109589041,0.942,0.9892713647360488,0.9892701986838865,0.992
,ft_gpt_4_1_2025_04_14_university_of_passau_4_1_2025_equal_2000_Bbar17g4__default__t5,gpt_4_1,LLM,OpenAI,default,0.5,1.0,equal,2000.0,,0.94,0.9155844155844156,0.9657534246575342,0.946,0.9919518685972644,0.991951882823849,0.994
,ft_gpt_4_1_2025_04_14_university_of_passau_4_1_2025_equal_2000_Bbar17g4__default__t10,gpt_4_1,LLM,OpenAI,default,1.0,1.0,equal,2000.0,,0.9375,0.9170305676855895,0.958904109589041,0.944,0.9879252762428469,0.9879245515448337,0.991
,ft_gpt_4_1_2025_04_14_university_of_passau_4_1_2025_equal_2000_Bbar17g4__default__t15,gpt_4_1,LLM,OpenAI,default,1.5,1.0,equal,2000.0,,0.9407821229050279,0.9212253829321663,0.9611872146118722,0.947,0.9865703973058425,0.9865701749365537,0.99
,ft_gpt_4_1_2025_04_14_university_of_passau_4_1_2025_equal_2000_Bbar17g4__few_shot__t0,gpt_4_1,LLM,OpenAI,few_shot,0.0,1.0,equal,2000.0,,0.9339305711086227,0.9164835164835164,0.952054794520548,0.941,0.9919385141517145,0.9919387827862179,0.994
,ft_gpt_4_1_2025_04_14_university_of_passau_4_1_2025_equal_2000_Bbar17g4__automatic_cot__t0,gpt_4_1,LLM,OpenAI,automatic_cot,0.0,1.0,equal,2000.0,,0.9364548494983278,0.9150326797385621,0.958904109589041,0.943,0.9959733633511638,0.995973365128307,0.997
,ft_gpt_4_1_2025_04_14_university_of_passau_4_1_2025_equal_2000_Bbar17g4__manual_cot__t0,gpt_4_1,LLM,OpenAI,manual_cot,0.0,1.0,equal,2000.0,,0.9294512877939529,0.9120879120879121,0.9474885844748858,0.937,0.9892538548437578,0.9892549999142313,0.992
,ft_gpt_4_1_2025_04_14_university_of_passau_4_1_2025_equal_2000_Bbar17g4__contrastive_cot__t0,gpt_4_1,LLM,OpenAI,contrastive_cot,0.0,1.0,equal,2000.0,,0.9273743016759777,0.9080962800875274,0.9474885844748858,0.935,0.9825313897488821,0.9825319248881949,0.987
,ft_gpt_4_1_nano_2025_04_14_university_of_passau_4_1_nano_real_1000_Bbc7JMcD__default__t0,gpt_4_1_nano,LLM,OpenAI,default,0.0,1.0,real,1000.0,,0.9111111111111111,0.8874458874458875,0.9360730593607306,0.92,0.9946328872517206,0.9946323672963541,0.996
,ft_gpt_4_1_2025_04_14_university_of_passau_4_1_2025_real_2000_BbcnPgls__default__t0,gpt_4_1,LLM,OpenAI,default,0.0,1.0,real,2000.0,,0.9262926292629263,0.8938428874734607,0.9611872146118722,0.933,0.9946494855703315,0.9946494378438996,0.996
,ft_gpt_4_1_2025_04_14_university_of_passau_4_1_2025_real_2000_BbcnPgls__default__t5,gpt_4_1,LLM,OpenAI,default,0.5,1.0,real,2000.0,,0.9283351708930541,0.8976545842217484,0.9611872146118722,0.935,0.9946465280950205,0.9946465859952419,0.996
,ft_gpt_4_1_2025_04_14_university_of_passau_4_1_2025_real_2000_BbcnPgls__default__t10,gpt_4_1,LLM,OpenAI,default,1.0,1.0,real,2000.0,,0.9284928492849285,0.8959660297239915,0.9634703196347032,0.935,0.995986808192619,0.9959868099700612,0.997
,ft_gpt_4_1_2025_04_14_university_of_passau_4_1_2025_real_2000_BbcnPgls__default__t15,gpt_4_1,LLM,OpenAI,default,1.5,1.0,real,2000.0,,0.9230769230769231,0.9019607843137255,0.9452054794520548,0.931,0.9838899072058654,0.9838895082003165,0.988
,ft_gpt_4_1_2025_04_14_university_of_passau_4_1_2025_real_2000_BbcnPgls__few_shot__t0,gpt_4_1,LLM,OpenAI,few_shot,0.0,1.0,real,2000.0,,0.9327453142227122,0.9019189765458422,0.9657534246575342,0.939,0.987953693999735,0.9879535433871682,0.991
,ft_gpt_4_1_2025_04_14_university_of_passau_4_1_2025_real_2000_BbcnPgls__automatic_cot__t0,gpt_4_1,LLM,OpenAI,automatic_cot,0.0,1.0,real,2000.0,,0.9252747252747253,0.8919491525423728,0.9611872146118722,0.932,0.995986808192619,0.9959868153056588,0.997
,ft_gpt_4_1_2025_04_14_university_of_passau_4_1_2025_real_2000_BbcnPgls__manual_cot__t0,gpt_4_1,LLM,OpenAI,manual_cot,0.0,1.0,real,2000.0,,0.9273127753303965,0.8957446808510638,0.9611872146118722,0.934,0.9839421918908069,0.9839425779708734,0.988
,ft_gpt_4_1_2025_04_14_university_of_passau_4_1_2025_real_2000_BbcnPgls__contrastive_cot__t0,gpt_4_1,LLM,OpenAI,contrastive_cot,0.0,1.0,real,2000.0,,0.9315673289183223,0.9017094017094017,0.9634703196347032,0.938,0.9933064849005456,0.9933069734350956,0.995
,ft_gpt_4_1_nano_2025_04_14_university_of_passau_4_1_nano_real_500_Bbi76AMI__default__t0,gpt_4_1_nano,LLM,OpenAI,default,0.0,1.0,real,500.0,,0.9218921892189219,0.8895966029723992,0.95662100456621,0.929,0.9933147900465247,0.9933146408506665,0.995
,ft_gpt_4_1_nano_2025_04_14_university_of_passau_4_1_nano_real_250_Bbbz9LkC__default__t0,gpt_4_1_nano,LLM,OpenAI,default,0.0,1.0,real,250.0,,0.9144736842105263,0.879746835443038,0.952054794520548,0.922,0.9946522062323188,0.9946522115509739,0.996
,ft_gpt_4o_2024_08_06_university_of_passau_4o_2024_equal_250_BbbO9vpe__default__t0,gpt_4o,LLM,OpenAI,default,0.0,1.0,equal,250.0,,0.8836104513064132,0.9207920792079208,0.8493150684931506,0.902,0.9875538411611989,0.9875517216747854,0.991
,ft_gpt_4_1_mini_2025_04_14_university_of_passau_4_1_mini_equal_2000_BbaPm5Jo__default__t0,gpt_4_1_mini,LLM,OpenAI,default,0.0,1.0,equal,2000.0,,0.9305402425578831,0.8997867803837953,0.9634703196347032,0.937,0.9986614098745118,0.9986613549230011,0.999
,ft_gpt_4_1_mini_2025_04_14_university_of_passau_4_1_mini_equal_2000_BbaPm5Jo__default__t5,gpt_4_1_mini,LLM,OpenAI,default,0.5,1.0,equal,2000.0,,0.9303867403314917,0.9014989293361885,0.9611872146118722,0.937,0.9973223657434185,0.9973223710985747,0.998
,ft_gpt_4_1_mini_2025_04_14_university_of_passau_4_1_mini_equal_2000_BbaPm5Jo__default__t10,gpt_4_1_mini,LLM,OpenAI,default,1.0,1.0,equal,2000.0,,0.9283351708930541,0.8976545842217484,0.9611872146118722,0.935,1.0,1.0,1.0
,ft_gpt_4_1_mini_2025_04_14_university_of_passau_4_1_mini_equal_2000_BbaPm5Jo__default__t15,gpt_4_1_mini,LLM,OpenAI,default,1.5,1.0,equal,2000.0,,0.9261300992282249,0.8955223880597015,0.958904109589041,0.933,0.9946460862221046,0.9946461290520863,0.996
,ft_gpt_4_1_mini_2025_04_14_university_of_passau_4_1_mini_equal_2000_BbaPm5Jo__few_shot__t0,gpt_4_1_mini,LLM,OpenAI,few_shot,0.0,1.0,equal,2000.0,,0.9312638580931264,0.9051724137931034,0.958904109589041,0.938,0.9986599748789958,0.9986599126263033,0.999
